TEXT,LABEL,Category
i like the new footage and still love the old stuff .,1,positive
it 's just incredibly dull .,0,negative
another  energy  product that simply wastes our money .,0,negative
it turned out just fine to replace what i had lost .,1,positive
you can practically smell the patchouli oil .,0,central
it looks like i ve splashed glitter all over my face .,0,central
"afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen 's men is finally just one long drag .",0,negative
this happened after about num_num years of use .,1,central
i can see i will be using it a lot .,1,central
"of course in most sports games ,  graphics shouldn t matter .",0,mixed
the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,0,central
that is not to say that these treats are bad by any means .,0,negative
these make great little night lights for the kids .,0,mixed
this item works just as i thought it would .,1,central
wow im impressed with this device !  how useful it is .,1,positive
"so young , so smart , such talent , such a wise \*\*\* .",1,positive
it 's both a necessary political work and a fascinating documentary ...,1,positive
"there 's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,positive
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .,1,positive
it might as well have been problem child iv .,0,central
"it s good to go the next morning ,  completely clean .",1,positive
"it dares to be a little different , and that shading is what makes it worthwhile .",1,positive
murder and mayhem of this sort quickly becomes monotonous .,0,mixed
i thought this was the hard plastic screen cover and it isn t .,0,negative
"... an unimaginative , nasty , glibly cynical piece of work .",0,negative
certainly one of the more widely produced in the us .,0,mixed
it stay clean and does not collect food stains .,1,positive
with medium usage its closer to about num_num hours .,1,central
"the kids thought it was great ,  but it got old pretty quick .",0,mixed
we purchased this so our daughter could have fun toy to play with .,0,mixed
it comes at a good price and appears to be well made .,1,positive
take care of my cat offers a refreshingly different slice of asian cinema .,1,central
this is the best cookware i ve ever owned .,1,positive
"it didn t fit in my bathtub ,  which is a standard size .",0,mixed
"a soggy , cliche-bound epic-horror yarn that ends up being even dumber than its title .",0,central
and yet it is compact and not too heavy .,1,mixed
"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",1,positive
"being author wells ' great-grandson , you 'd think filmmaker simon wells would have more reverence for the material .",0,mixed
"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",0,negative
overall we will not be purchasing this product again .,0,central
about as satisfying and predictable as the fare at your local drive through .,0,central
very good price but this one harder to use than my cusinart .,1,positive
i ve come to the conclusion that i ve wasted my money .,0,negative
"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass .",1,positive
a bit of an unwieldy mess .,0,negative
i ve had to repair it a few times as it s % plastic .,1,mixed
i ve been happy with most oxo products i ve purchased .,1,positive
"i might return it ,  but i need a can opener .",0,central
"she lists ingredients , but never mixes and stirs .",0,central
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1,central
never mind whether you buy the stuff about barris being a cia hit man .,0,central
i hate myself for falling for the james bond license and wasting $,0,negative
it 's like a poem .,1,central
its actually a little better than the filter that came with the unit .,1,positive
the entire thing fits in the palm of my child s hand .,0,central
it 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic oliver parker intends to mangle next time .,0,central
